question,answer_text,distractor
Who did the chores at weekends ?,The parents .,"'The grandparents .', 'The parents .'"
What does Hampton advise those who want to be foodies to do ?,Cook food by themselves .,"'fudge food by themselves .', 'Cook food by themselves .'"
Monosodium Glutamate is,an additive,"'an additive', 'an additive'"
What is the best title for the text ?,Art in Everyday Life,"'artwork in Everyday Life', 'Art in Everyday Life'"
"According to the passage , which statement is true ?",The pocket money boys and girls get is not equal .,"'The arrow money boys and girls get is not equal .', 'The pocket money boys and girls gotten is not equal .'"
We can infer from the passage that,shy people can also be successful,"'shy schoolteachers can also be successful', 'shy people can also been successful'"
What kind of education does the author think is ideal ?,It prepares students to meet the future needs of society .,"'It prepares undergraduates to meet the future needs of society .', 'It seeks students to meet the future needs of society .'"
One day Freud came to the small mountain town for,his mother 's birthday,"'his grandmother 's birthday', 'his mother 's birthday'"
What can we learn from Guest Articles ?,Tips and tricks for a comfortable trip .,"'tip and tricks for a comfortable trip .', 'Tips and tricks for a comfortable trip .'"
They celebrated Dad 's birthday by,telling stories about Dad from hearts,"'telling sermons about Dad from hearts', 'mocking stories about Dad from hearts'"
What is suggested by health experts when one suffers from a sudden increase in hair loss ?,Going to see a doctor .,"'Going to see a mentor .', 'departure to see a doctor .'"
The best title for the passage should be,Joy in the Journey,"'rejoice in the Journey', 'Joy in the Journey'"
"From the passage , we can infer    ",the aging people problem is one of the concerns for the Chinese government,"'the aging schoolteachers problem is one of the concerns for the Chinese government', 'the ageing people problem is one of the concerns for the Chinese government'"
"When the writer says that "" animals seem to be catching on "" ( Para . 6 ) , he means",animals begin to learn to use eco - passages,"'insects begin to learn to use eco - passages', 'animals continue to learn to use eco - passages'"
From the passage we know that scientists have,once cloned goats successfully,"'once cloned pheasants successfully', 'once mutated goats successfully'"
The best title for the passage might be,Honest and kind people make better business career,"'dependable and kind people make better business career', 'Honest and kind people find better business career'"
The astronauts do n't know how long they will stay in the bag in the test because,nobody knows when help will come if the spaceship breaks down,"'somebody knows when help will come if the spaceship breaks down', 'nobody thinks when help will come if the spaceship breaks down'"
What do we know from the passage ?,The mother and daughter relationship goes beyond best friends ' friendship .,"'The grandmother and daughter relationship goes beyond best friends ' friendship .', 'The mother and daughter relationship comes beyond best friends ' friendship .'"
When does the discussion take place ?,After supper,"'After dinner', 'After supper'"
The southwest of the country has no rain in summer because,the west winds blow only in winter,"'the west depths blow only in winter', 'the west winds temper only in winter'"
Which of the following best describes your clean skin ?,Healthy and happy skin .,"'goodly and happy skin .', 'Healthy and happy skin .'"
What does the passage tell us to do to have a good sleep ?,Turn down the screen to the lowest .,"'bend down the screen to the lowest .', 'Turn down the screen to the lowest .'"
How did the mother lose her eye ?,She gave one eye to her son .,"'She gave one ear to her son .', 'She chooses one eye to her son .'"
What 's the film My Fair Lady about ?,It shows how social class and accent are linked in Britain .,"'It shows how social sub-unit and accent are linked in Britain .', 'It showcases how social class and accent are linked in Britain .'"
Bamboo pipes can be used to,carry water,"'retrieve water', 'carry water'"
What can we know from the passage ?,Little Izzie was rescued by her father .,"'Little Izzie was rescued by her husband .', 'Little Izzie is rescued by her father .'"
What was the difference between the two groups of participants in the study ?,What they wrote about .,"'What they wrote about .', 'What they authored about .'"
Which of the following is TRUE ?   ,Both the little boy and the old woman found what they wanted at last .,"'Both the little girl and the old woman found what they wanted at last .', 'Both the little boy and the old woman exploited what they wanted at last .'"
Which of the following is the best title of this passage ?,U.S. Struggle to Find host Families,"'United_States_government Struggle to Find host Families', 'U.S. Struggle to discovery host Families'"
"Suppose you are visiting Trinity College Library , you can enjoy   ",reading in the Long Room,"'re-writing in the Long Room', 'reading in the Long Room'"
How do kids in foreign countries spend their free time ?,Playing dress - up,"'Playing cloak - up', 'acting dress - up'"
The passage mainly gives us advice on,how to monitor our online reputation,"'how to monitor our on-line reputation', 'how to express our online reputation'"
"According to health experts ,",best treatment for the chronic pain is exercising,"'best deterioration for the chronic pain is exercising', 'best treatment for the chronic pain was exercwasing'"
Why does Golden see a trend toward fewer cars in the future ?,Because cars cost too much of the city,"'Because trailers cost too much of the city', 'Because cars increase too much of the city'"
"If next year is the year of the monkey , what is the name of this year ?",It is the year of the goat .,"'It is the semester of the goat .', 'It was the year of the goat .'"
What can we infer from the passage ?,We do n't know the result yet .,"'We do n't know the disadvantage yet .', 'We seem n't know the result yet .'"
The boy saw what he looked like in the mirror and was pleased because he,was handsome,"'was handsome', 'is handsome'"
The purpose of this passage is to,"introduce the Internet hot term "" hold steady ""","'introduce the Internet hot moment "" hold steady ""', 'identify the Internet hot term "" hold steady ""'"
Which is true according to the passage ?,Drivers of plug - in hybrids will spend less money on gasoline .,"'driver of plug - in hybrids will spend less money on gasoline .', 'Drivers of plug - in hybrids will socialize less money on gasoline .'"
Which of the following statement is not true ?,The discount applies to the third sibling from the same family .,"'The refund applies to the third sibling from the same family .', 'The discount applies to the third sibling from the same family .'"
How did ReCycle Bikes run at the beginning ?,By repairing bicycles donated by the public and selling them .,"'By repairing bikes donated by the public and selling them .', 'By rehabilitating bicycles donated by the public and selling them .'"
From the article we know that,children need to read more and more books,"'hairdressers need to read more and more books', 'children deserve to read more and more books'"
The three different kinds of low - fat milk,each have the same amount of fat,"'each have the same paucity of fat', 'each 've the same amount of fat'"
"According to the passage , people experience smells online by","using""iSmell "" device","'using""iSmell "" generator', 'utilizing""iSmell "" device'"
Finding levels of meaning is,important for graduate students in humanities,"'important for graduate undergraduates in humanities', 'important for graduate students in humanities'"
The researches show that people 's physical and mental health    ,has much to do with the amount of support they get from others,"'has much to do with the paucity of support they get from others', 'had much to do with the amount of support they get from others'"
Which of the following statements is TRUE according to the passage ?,"In the 1960s , in New York , young people wanted to say no to the rules through graffiti art .","'In the 1960s , in fresh York , young people wanted to say no to the rules through graffiti art .', 'In the 1960s , in New York , young people wished to say no to the rules through graffiti art .'"
Gladys Holm often visited the hospital and gave children toy bears because,she liked children very much,"'she liked hairdressers very much', 'she loved children very much'"
"The report comes as official figures , published yesterday by the Land Registry , revealing house prices are falling sharply in every region except London . The worst - hit area is the North East where average house prices have fallen to below PS100 , 000 for the first time in seven years . However , they remain unaffordable for millions . According to Paragraph 1 , the report reveals",some families ca n't afford a bigger property,"'some congregants ca n't afford a bigger property', 'some families ca n't donate a bigger property'"
Spielberg 's story is meant to show that,a single childhood event may decide what one does as a grown - up,"'a single boyhood event may decide what one does as a grown - up', 'a single childhood event may argue what one does as a grown - up'"
"According to the passage , a person who sees a tornado in his area had better NOT",drive his car away as fast as possible,"'drive his sailboat away as fast as possible', 'ride his car away as fast as possible'"
Why did the three American astronauts on Apollo 11 soon become famous around the world ?,Because the first landing on the moon attracted the world 's attention .,"'Because the first bombing on the moon attracted the world 's attention .', 'Because the first landing on the moon enjoyed the world 's attention .'"
Which of the following is true about Taiwu Elementary School Folk Singers ?,The group was founded by a PE teacher .,"'The sub-group was founded by a PE teacher .', 'The group is founded by a PE teacher .'"
Which of the following statements is TRUE according to the article ?,Rivalries between athletes may result from misunderstandings .,"'competition between athletes may result from misunderstandings .', 'Rivalries between athletes may disadvantage from misunderstandings .'"
Which of the following is NOT mentioned according to the passage ?,People like pop king Michael Jackson .,"'citizenry like pop king Michael Jackson .', 'People like pop king Michael Jackson .'"
"According to Doctor Nelson , if someone catches a fever , he should",drink enough water,"'drink enough seawater', 'relish enough water'"
Which of the following statements is correct according to the news ?,"It has a length of 1,776 kilometers .","'It has a thickness of 1,776 kilometers .', 'It had a length of 1,776 kilometers .'"
What can we know from American children 's name ?,A foreign place may become a name of an American child .,"'A foreign culmination may become a name of an American child .', 'A foreign place may employ a name of an American child .'"
What is Jimmy 's main purpose in writing the letter ?,To ask for help .,"'To ask for mislead .', 'To warn for help .'"
"When celebrating Halloween at the White House , the Obamas did the following EXCEPT",Thanking reporters for their covering the event,"'Thanking mentors for their covering the event', 'thank reporters for their covering the event'"
Why would weekend afternoons become dead time without sport programs ?,Because there would be few viewers,"'Because there would be few subscribers', 'Because there would been few viewers'"
What may be the main idea of the text ?,The differences between natural foods and organic foods .,"'The similarities between natural foods and organic foods .', 'The differences between natural foods and organic foods .'"
""" Not in my head "" means ""  ",The boy did n't feel that he was cleverer,"'The girl did n't feel that he was cleverer', 'The boy does n't feel that he was cleverer'"
The followings are the advantages of the small shelters EXCEPT,decorating the streets where they are,"'decorating the corners where they are', 'weaving the streets where they are'"
The author emphasized that the story happened on New Year 's Eve in order to,contrast with the girl 's sadness .,"'consequence with the girl 's sadness .', 'contrast with the girl 's sadness .'"
Why do animals try to look bigger than they are ?,They want other animals to run away from them .,"'They want other insects to run away from them .', 'They intend other animals to run away from them .'"
"The author refers to the impact of railroads before the late 1860 's as""limited "" because",passengers and freight had to transfer to other modes of transportation to reach western destinations,"'motorists and freight had to transfer to other modes of transportation to reach western destinations', 'passengers and freight has to transfer to other modes of transportation to reach western destinations'"
Which of the following statements is best supported by the author ?,"When you want a cigarette , try to forget it by starting a conversation with someone .","'When you want a cigar , try to forget it by starting a conversation with someone .', 'When you intend a cigarette , try to forget it by starting a conversation with someone .'"
What does the writer want to tell us ?,South Korean TV series is a great success and popular in China .,"'South Korean television series is a great success and popular in China .', 'South Korean TV series was a great success and popular in China .'"
What is standard English ?,the English used in London .,"'the English used in London .', 'the English utilised in London .'"
Why did the writer suppose he or she had a long form of period 3 ?,Because the writer needed more sleep to keep energetic,"'Because the playwright needed more sleep to keep energetic', 'Because the writer required more sleep to keep energetic'"
We can infer from the text that    ,the teacher liked the author 's essay,"'the instructor liked the author 's essay', 'the teacher loved the author 's essay'"
Why did the afternoon tea become popular among English people ?,Because friends could have a good time during the tea .,"'Because roommates could have a good time during the tea .', 'Because friends could 've a good time during the tea .'"
The 21st generation owner of the Heihachi Tea House may be,Sonobe Shingo,"'Sonobe Shingo', 'Sonobe Shingo'"
Why did the New Zealander misunderstand the writer ?    Because,she did n't know what the writer was saying .,"'she did n't know what the playwright was saying .', 'she does n't know what the writer was saying .'"
This passage mainly tells us,there is a blind spot in the eye,"'there is a blind spell in the eye', 'there was a blind spot in the eye'"
What makes most icebergs white ?,Tiny bubbles of air .,"'Tiny crackles of air .', 'Tiny bubbles of air .'"
We can infer   from the passage that,not many people went down to the man 's level,"'not many schoolteachers went down to the man 's level', 'not many people came down to the man 's level'"
What is the first experiment aimed at ?,Studying what it is that drives harmful insects away .,"'Studying what it is that drops harmful insects away .', 'perusal what it is that drives harmful insects away .'"
What was the big event happening in the 3-D printing industry last year ?,The 3-D printer became more affordable forconsumers .,"'The 3-D builder became more affordable forconsumers .', 'The 3-D printer remained more affordable forconsumers .'"
When has the poem been written ?,At the end of the last semester .,"'At the place of the last semester .', 'At the end of the last semester .'"
What can we learn from the passage ?,The fear of failure can stop the students from learning and succeeding .,"'The desire of failure can stop the students from learning and succeeding .', 'The fear of failure can push the students from learning and succeeding .'"
This passage is intended    ,to give the readers some useful information on variation of the English language .,"'to give the listeners some useful information on variation of the English language .', 'to find the readers some useful information on variation of the English language .'"
The text is mainly about,the worst forest fire in Israel 's history,"'the worst forest grapeshot in Israel 's history', 'the worst forest fire in Israel 's history'"
The best title for the passage is probably      *,"No More Smoking , Beijing","'No More smoke , Beijing', 'No More Smoking , Beijing'"
"From Robert Brownell 's story , we know that",School teachers share more freedom in China than in the U.S.,"'educate teachers share more freedom in China than in the U.S.', 'School teachers share more freedom in China than in the U.S.'"
What will the author most probably talk about next ?,"A list of "" Terrible Ten "" behaviors in America .","'A plethora of "" Terrible Ten "" behaviors in America .', 'A list of "" Terrible Ten "" behaviors in America .'"
Which of the following is NOT true according to the passage ?,"Where are We Going , Dad ? II is directed by Wang Yuelun .","'Where are We departure , Dad ? II is directed by Wang Yuelun .', 'Where were We Going , Dad ? II is directed by Wang Yuelun .'"
Which is wrong ?,Mr Jackson talked with his friend at his own house .,"'Mister Jackson talked with his friend at his own house .', 'Mr Jackson joked with his friend at his own house .'"
What can we infer    from the passage ?,Sundays in Britain might be very boring in the past .,"'Sunday in Britain might be very boring in the past .', 'Sundays in Britain might been very boring in the past .'"
"If you often play and laugh with your children , you can",get along well with each other,"'get along well with each other', 'gotten along well with each other'"
Which of the following is NOT a reason for children to show love and respect for parents ?,Parents pass away before children grow up .,"'parent pass away before children grow up .', 'Parents run away before children grow up .'"
We can conclude from the passage that    ,both people and goods were once pulled by trackers along the Yangtze,"'both schoolteachers and goods were once pulled by trackers along the Yangtze', 'both people and goods are once pulled by trackers along the Yangtze'"
Why do people from different countries often become friends after a game together ? Because,they understand each other,"'they understand each other', 'they appreciate each other'"
Which might be the best title of the passage ?,A New Method of Searching for Minerals,"'A fresh Method of Searching for Minerals', 'A New Method of search for Minerals'"
Where did the author meet the woman ?,Near the post office .,"'Near the petition office .', 'Near the post office .'"
What would be the best title for the text ?,Turning sadness into hope,"'Turning loneliness into hope', 'turn sadness into hope'"
What is the tradition of the author 's family ?,Gathering at Grandma 's at special events .,"'Gathering at Grandma 's at special competitions .', 'assembly at Grandma 's at special events .'"
What does the passage mainly talk about ?,functions of shedding tears .,"'methods of shedding tears .', 'functions of swallowing tears .'"
Which of the following best explains why Maria was one of the world 's great teachers ?,"She created a new way in teaching , which changed the old idea of children 's education .","'She created a new glance in teaching , which changed the old idea of children 's education .', 'She presented a new way in teaching , which changed the old idea of children 's education .'"
Which of the following is not talked about in the news ?,There are such robots in people 's homes now .,"'There are such starships in people 's homes now .', 'There were such robots in people 's homes now .'"
The construction costs of the house were financed by,the budget for the project and donations,"'the expenditure for the project and donations', 'the budget for the project and donations'"
Which of the following is NOT true about the Philippines ?,It 's impolite to touch the back of the hand when shaking hands .,"'It 's impolite to touch the down of the hand when shaking hands .', 'It valley/selected impolite to touch the back of the hand when shaking hands .'"
It can be inferred from the passage that,personality types are related to frequent movers ' happiness,"'voice types are related to frequent movers ' happiness', 'personality types were related to frequent movers ' happiness'"
Tim decided to learn about finance when,he lost all the money he got from gambling,"'he lost all the profits he got from gambling', 'he snatched all the money he got from gambling'"
One possible consequence of parents ' over - praising is that,the children will not take their praise seriously,"'the hairdressers will not take their praise seriously', 'the children will not give their praise seriously'"
Which of the following is TRUE according to the letter ?,Mike cooks badly this time because he is so careless .,"'microphone cooks badly this time because he is so careless .', 'Mike ponies badly this time because he is so careless .'"
Which of the following is true ?,Music helps Mr. Wolfensohn have a better understanding of the different culture .,"'Music helps Mister Wolfensohn have a better understanding of the different culture .', 'Music lets Mr. Wolfensohn have a better understanding of the different culture .'"
The passage mainly tells us,why and how do we protect the wild tigers,"'why and how do we protect the wild falcons', 'why and how seem we protect the wild tigers'"
What 's the passage mainly about ?,The secret of life,"'The unseen of life', 'The secret of life'"
CherBearCM does n't flush the toilet every time she pees,when she is alone,"'when she is alone', 'when she was alone'"
Which of the following is right ?,She spent some time keeping her balance in making simple turns without fallings .,"'She spent some standstill keeping her balance in making simple turns without fallings .', 'She endured some time keeping her balance in making simple turns without fallings .'"
The aim of the campaign mentioned in the passage is to,help people develop environmentally friendly habits,"'mislead people develop environmentally friendly habits', 'help people enhance environmentally friendly habits'"
How does Pi escape being eaten by the tiger ?,By being the leader of the two of them .,"'By being the organizer of the two of them .', 'By heretofore the leader of the two of them .'"
Bob felt that he should change his way of life mainly because he,pitied his mother,"'pitied his grandmother', 'reproved his mother'"
Who will benefit from Copia app ?,"Registered companies donating food ,","'Registered cooperatives donating food ,', 'register companies donating food ,'"
The young woman came to the writer 's office for the purpose of,getting a chance for her family to get together,"'getting a opportunity for her family to get together', 'gotten a chance for her family to get together'"
The common belief of adults is that boys,do n't value friendship as much as girls,"'do n't quantity friendship as much as girls', 'seem n't value friendship as much as girls'"
It can be inferred from the passage that   .,not all famous stars choose to influence teenagers,"'not all famous bands choose to influence teenagers', 'not all famous stars follow to influence teenagers'"
It can be inferred from the passage that,patients who suffer from leukemia may feel very weak,"'newborns who suffer from leukemia may feel very weak', 'patients who endure from leukemia may feel very weak'"
""" NO VACANCIES "" in English means",no free rooms,"'no free bedrooms', 'no free rooms'"
"Hiccup , a Viking teenager is",not so strong as his father,"'not so strong as his husband', 'not so strong as his father'"
What can we learn from the passage ?,Babies can enjoy music through Laugh & Learn Crawl Around Car .,"'baby can enjoy music through Laugh & Learn Crawl Around Car .', 'Babies can envision music through Laugh & Learn Crawl Around Car .'"
What is Geneva Tourist Guide ?,An app,"'An iphone', 'An app'"
What do you know about Harriet and Olivia ?,They are of the same age .,"'They are of the same ages .', 'They were of the same age .'"
The text is mainly to,recommend some dormitory pets,"'recommend some infirmary pets', 'suggest some dormitory pets'"
Where 's the English book ?,It 's in the schoolbag .,"'It 's in the schoolbag .', 'It valley/selected in the schoolbag .'"
Successful people suggest doing what one loves because,it takes a lot of time to succeed,"'it takes a bunch of time to succeed', 'it cancels a lot of time to succeed'"
Which of the following statements is not true ?,People who like to be with others do n't like red .,"'citizenry who like to be with others do n't like red .', 'People who discourage to be with others do n't discourage red .'"
"In the author 's opinion , which of the following is NOT true ?",It 's necessary for everyone to have a telephone .,"'It 's necessary for everybody to have a telephone .', 'It valley/selected necessary for everyone to have a telephone .'"
What is the main idea of the passage ?,It presents the reader with some information concerning swine flu .,"'It presents the viewer with some information concerning swine flu .', 'It describes the reader with some information concerning swine flu .'"
What can we learn about the acrobatic show ?,"It will last two days , from 5:15 pm to 7:15 pm each day .","'It will last two months , from 5:15 pm to 7:15 pm each day .', 'It will last two days , from 5:15 pm to 7:15 pm each day .'"
"If you want to add your own labour to what you visit , you may choose",World 's Largest Ball of Paint,"'universe 's Largest Ball of Paint', 'World 's Largest Ball of Paint'"
The purpose of the author is to,give advice on how to find peace of mind,"'give apology on how to find peace of mind', 'give advice on how to give peace of mind'"
The passage is mainly about,some discoveries on health,"'some inventions on health', 'some discoveries on health'"
"According to the story , which of the statements below is NOT true ?",The next morning the author did meet the old man and give him a warm hand .,"'The next afternoon the author did meet the old man and give him a warm hand .', 'The next morning the author does meet the old man and give him a warm hand .'"
Why was the author not in the mood for talking ?,He was sad for fear of not being with his mother when she died .,"'He was sad for desire of not being with his mother when she died .', 'He is sad for fear of not being with his mother when she died .'"
Which of the following is relatively healthier according to the passage ?,Organic milk and chicken .,"'constituent milk and chicken .', 'Organic milk and chicken .'"
All the following are the reasons for the need of your donation EXCEPT,to raise the salaries of the staff,"'to raise the expenses of the staff', 'to donate the salaries of the staff'"
The best title    of the text is most likely to be,"Elizabeth Kenny , the Wonderful Nurse","'Elizabeth Kenny , the fantastic Nurse', 'Elizabeth Kenny , the Wonderful Nurse'"
A large number of STEM students stop their studies when,they ca n't stick to their hard studies,"'they ca n't stick to their hard societies', 'they ca n't pull to their hard studies'"
Which of the following statements is true ?,Japanese authorities were forced to do more after the disaster .,"'Japanese governments were forced to do more after the disaster .', 'Japanese authorities are forced to do more after the disaster .'"
This passage tells us,what kind of people the man and his wife are,"'what sort of people the man and his wife are', 'what kind of people the man and his wife were'"
"As for the migrant worker , Shen Jie ,",his wish was to pay for his son 's education,"'his excuse was to pay for his son 's education', 'his wish is to pay for his son 's education'"
The qualifying rounds are played to,select the teams for the next rounds,"'select the leagues for the next rounds', 'submit the teams for the next rounds'"
What can be the best title for the text ?,The Invention of an Invisibility Cloak,"'The Invention of an Invisibility dissemble', 'The Invention of an Invisibility Cloak'"
The new products become more and more time - saving because,our love on speed seems never - ending,"'our fools on speed seems never - ending', 'our love on speed seemed never - ending'"
Where can they buy the tickets ?,Star Company .,"'ace Company .', 'Star Company .'"
The dog in the story,did n't eat the food,"'did n't eat the liquor', 'does n't eat the food'"
What can be the best title of the passage ?,Get Ready for Tomorrow,"'become Ready for Tomorrow', 'Get Ready for Tomorrow'"
Why was n't the time capsule dug up in 2000 ?,Because it could not be accurately located .,"'Because it could not be accurately located .', 'Because it could not been accurately located .'"
The following information is true EXCEPT,"The word "" the "" was used to describe only the leaf .","'The phrase "" the "" was used to describe only the leaf .', 'The word "" the "" is used to describe only the leaf .'"
Why did Death make the weaver a famous doctor ?,Because he did n't have any baptism gift for his child .,"'Because he did n't have any atonement gift for his child .', 'Because he does n't have any baptism gift for his child .'"
Segovia and Velasquez seldom talk to each other in Ayapaneco because they,do n't share the same interests,"'do n't offer the same interests', 'seem n't share the same interests'"
"Why does Chinaban foreign cartoons "" in golden hours ' ?",In order to save domestic cartoon industry .,"'In mandate to save domestic cartoon industry .', 'In order to retrieve domestic cartoon industry .'"
It can be inferred from the text that Diana Autumn,encourages new teaching ideas in her school,"'motivates new teaching ideas in her school', 'encourages new lecturing ideas in her school'"
"The weather hurt efforts to control a 6,000-acre blaze because",the flames became worse after the storms brought winds,"'the crows became worse after the storms brought winds', 'the flames remained worse after the storms brought winds'"
The purpose of the passage is,warn people to clean the keyboards often .,"'harass people to clean the keyboards often .', 'warn people to cool the keyboards often .'"
What are the three basic steps when you apply ?,"Prepare reference letters , prepare school records , and fill in the application form .","'fix reference letters , prepare school records , and fill in the application form .', 'Prepare reference letters , prepare school records , and fill in the application form .'"
Why is the survival of the Amazon Rainforest vital for the survival of our planet ?,Because this forest absorbs a lot of carbon dioxide emitted by the world,"'Because this reef absorbs a lot of carbon dioxide emitted by the world', 'Because this forest emits a lot of carbon dioxide emitted by the world'"
The speaker the author mentioned in the passage believed that,English teachers should be responsible for the students ' poor command of English,"'English students should be responsible for the students ' poor command of English', 'English teachers should been responsible for the students ' poor command of English'"
--Why was Peter late last Friday ?   --Because,his teacher told him to see the headmaster,"'his instructor told him to see the headmaster', 'his teacher asked him to see the headmaster'"
Which of the following is the best title for the text ?,"Protecting fair skin with "" face - kini ""","'Protecting fair hair with "" face - kini ""', 'protect fair skin with "" face - kini ""'"
What 's Andy probably busy in doing now ?,He 's playing computer games,"'He 's playing software games', 'He valley/selected playing computer games'"
Which of the following is TRUE ?,Parabolic cookers can be dangerous sometimes,"'Parabolic coolers can be dangerous sometimes', 'Parabolic cookers can been dangerous sometimes'"
"According to the passage , old tennis balls are",being provided for harvest mice as homes,"'being provided for harvest rats as homes', 'heretofore provided for harvest mice as homes'"
"According to the text , some American middle school students learn to do the following EXCEPT",singing Chinese songs,"'singing Chinese albums', 'dancing Chinese songs'"
What speeded up the spread of Martha 's story ?,The authority 's order .,"'The jurisdiction 's order .', 'The authority 's order .'"
Ryan Day 's results show that,the longtom 's high - protein food helps its unique way of consuming food .,"'the longtom 's high - allele food helps its unique way of consuming food .', 'the longtom 's high - protein food lets its unique way of consuming food .'"
All of the following statements are true EXCEPT,more husbands act in helping housework than those agreeing it without action,"'more grandmothers act in helping housework than those agreeing it without action', 'more husbands act in letting housework than those agreeing it without action'"
Which of the following is TRUE ?,John often sleeps in class at school .,"'toilet often sleeps in class at school .', 'John often slept in class at school .'"
We know from the passage that Coober Pedy,was established after opals were discovered,"'was established after shrimpers were discovered', 'is established after opals were discovered'"
What is the best title for the text ?,"The Web and the Culture of "" Free ""","'The vane and the Culture of "" Free ""', 'The Web and the Culture of "" Free ""'"
69 . Which of the following is NOT true according to Paragraph 4 ?,Slim men are more likely to live longer .,"'Slim women are more likely to live longer .', 'Slim men were more likely to live longer .'"
The most proper title for the passage is    ,Lost Wallet Found after 55 Years,"'Lost Wallet establish after 55 Years', 'doomed Wallet Found after 55 Years'"
This passage is mainly about,how to make a friend and be a friend,"'how to make a boyfriend and be a boyfriend', 'how to find a friend and be a friend'"
The strange beings came to Earth to,find a new home,"'find a new restroom', 'give a new home'"
"In the afternoon ,   a student taking the bus of Lingarth / Mahoe route may go along",Dragon Drive Victoria Avenue Manawa Road Mahoe Avenue,"'Draco Drive Victoria Avenue Manawa Road Mahoe Avenue', 'Dragon Drive Victoria Avenue Manawa Road Mahoe Avenue'"
Which of the following is the right way to avoid becoming a landslide victim ?,Removing large rocks on the slopes .,"'Removing large palms on the slopes .', 'remove large rocks on the slopes .'"
"We know that when the Easy - Bake Oven was first introduced in 1963 ,",it was believed that men did n't cook,"'it was believed that women did n't cook', 'it is believed that men did n't cook'"
"According to the article , to be a happy person , it is important for us to",do exercise in our spare time,"'do conduct in our spare time', 'seem exercise in our spare time'"
Which of the following is TRUE according to the passage ?,The author has learned to face difficulties .,"'The writer has learned to face difficulties .', 'The author had learned to face difficulties .'"
What do we know about Mrs. Obama from the text ?,She is enthusiastic about public service .,"'She is enthusiastic about public services .', 'She was enthusiastic about public service .'"
"If you are interested in American history and politics , you can go to",the Rose Gallery,"'the blush_wine Gallery', 'the Rose Gallery'"
How can you get in touch with the Harcourt Learning Direct ?,By sending an e - mail .,"'By synding an y - mail .', 'By executing an e - mail .'"
Why was South Wales so attractive to people in the early 20th century ?,Because its coal industry needed a large number of workers .,"'Because its timber industry needed a large number of workers .', 'Because its coal industry required a large number of workers .'"
We may learn from the ads above that,a baby sitter is paid by the hour,"'a kid sitter is paid by the hour', 'a baby sitter was paid by the hour'"
How did the fireman succeed in saving the boy ?,By dressing up as a superhero .,"'By dressing up as a supervillain .', 'By washing up as a superhero .'"
In the next system Mr. Last explained we can infer that,women are engaged in careers or hobbies instead of giving birth to babies,"'men are engaged in careers or hobbies instead of giving birth to babies', 'women were engaged in cwereers or hobbies instead of giving birth to babies'"
What can the astronaut do to get rid of the tears ?,Get the tears big enough to break away from his eyes .,"'Get the dreams big enough to break away from his eyes .', 'become the tears big enough to break away from his eyes .'"
What do we learn about the tourist season in northern Finland ?,Tourists can enjoy the aurora borealis in October .,"'tourist can enjoy the aurora borealis in October .', 'Tourists can envision the aurora borealis in October .'"
"The author wants to be a quitter , because he / she",expects to make more efficient use of his / her time,"'expects to make more efficient re-use of his / her time', 'chooses to make more efficient use of his / her time'"
"In "" Dream World Cup "" , the children drew the flags of some countries",to show their love for their own countries,"'to show their fools for their own countries', 'to treehouse their love for their own countries'"
"When God created things ,   ",the monkey demanded for at most 10 years,"'the worm demanded for at most 10 years', 'the monkey sought for at most 10 years'"
What did the doctors do two months later ?,They gave up the operation on Betty .,"'They gave up the orbiter on Betty .', 'They chooses up the operation on Betty .'"
Mrs Brown made another cake because,she did n't want her husband to be angry,"'she did n't want her father to be angry', 'she does n't want her husband to be angry'"
Which of the following is not true according to the passage ?,Publishing on paper will disappear in the next decade .,"'Publishing on memory will disappear in the next decade .', 'publication on paper will disappear in the next decade .'"
This story is mainly about,how people in the United Statesused a secret network to help free slaves,"'how schoolteachers in the United Statesused a secret network to help free slaves', 'how people in the United Statesused a secret network to mislead free slaves'"
The new study may be good news for those who,want to stop their kids ' stomachaches in a short time,"'intend to stop their kids ' stomachaches in a short time', 'want to push their kids ' stomachaches in a short time'"
What did Susanna ask Rocky and Ethan to do in a hurry ?,Call an ambulance for her baby .,"'Call an lifeboat for her baby .', 'cry an ambulance for her baby .'"
Why did one morning Mary got up late ?,The family clock stopped .,"'The household clock stopped .', 'The family clock recalled .'"
Which of the following is NOT true ?,All the food has pollution .,"'All the liquor has pollution .', 'All the food had pollution .'"
The post man went to see the doctor because    ,something was wrong with his wife,"'anything was wrong with his wife', 'something is wrong with his wife'"
Where can children attend the largest number of programs with low cost ?,The Sheldon Institute,"'The Sheldon establish', 'The Sheldon Institute'"
"When the father got home ,    ",He was tired out,"'He was tired out', 'He is tired out'"
The next day Mr. Webster,puts a picture of a black horse on the door of his bar,"'puts a screenshot of a black horse on the door of his bar', 'assumes a picture of a black horse on the door of his bar'"
"Both "" Holiday Gift Baskets "" and "" The Secret Santa Exchange """,provide gift baskets,"'provide recipe baskets', 'allocate gift baskets'"
Which construction took the longest time to build ?,The Taj Mahal .,"'The Taj Mahal .', 'The Taj Mahal .'"
.From the passage we know,the London Mayor has great confidence in the scheme,"'the London Mayor has great sanity in the scheme', 'the London Mayor had great confidence in the scheme'"
Robert Bruce is put in the passage to show that,we should face failure directly and overcome difficulties,"'we should face determination directly and overcome difficulties', 'we should turn failure directly and overcome difficulties'"
